0,1,2,3,4,5,source_file,pdf_source,table_types,6,7,8,9,10,11,12,13,14,15,16
-1.4051,0.39572,1.6499,ice,,,SDS-47_filtered_table_007.csv,SDS-47_filtered,,,,,,,,,,,,
-1.5559,0.43607,1.815,ice,,,SDS-47_filtered_table_007.csv,SDS-47_filtered,,,,,,,,,,,,
-1.7634,0.49181,2.0423,ice,,,SDS-47_filtered_table_007.csv,SDS-47_filtered,,,,,,,,,,,,
-1.9549,0.54212,2.2465,ice,,,SDS-47_filtered_table_007.csv,SDS-47_filtered,,,,,,,,,,,,
-2.1771,0.60053,2.4826,ice,,,SDS-47_filtered_table_007.csv,SDS-47_filtered,,,,,,,,,,,,
--2.4310,0.66599,2.7457,ice,,,SDS-47_filtered_table_007.csv,SDS-47_filtered,,,,,,,,,,,,
-2.7692,0.75093,3.0851,ice,,,SDS-47_filtered_table_007.csv,SDS-47_filtered,,,,,,,,,,,,
-3.0618,0.82305,3.3714,ice,,,SDS-47_filtered_table_007.csv,SDS-47_filtered,,,,,,,,,,,,
-3.4354,0.91361,3.7286,ice,,,SDS-47_filtered_table_007.csv,SDS-47_filtered,,,,,,,,,,,,
-3.8212,1.005,4.0863,ice,,,SDS-47_filtered_table_007.csv,SDS-47_filtered,,,,,,,,,,,,
-4.3144,1.1196,4.5312,ice,,,SDS-47_filtered_table_007.csv,SDS-47_filtered,,,,,,,,,,,,
-4.8798,1.2458,5.0163,ice,,,SDS-47_filtered_table_007.csv,SDS-47_filtered,,,,,,,,,,,,
15.70,44.06,1.2875,,•,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
18.25,44.86,1.2926,,•,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
19.10,,,LiC1· 2H :zO,...,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,peritectic,,,,,,,,,,
:1:0.25,,,LiC1'H:zO,,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,point,,,,,,,,,,
24.15,45.47,1.2962,LiC1·H:zO,,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
40.05,47.09,1.3034,,•,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
50.20,48.23,1.3080,,"""",,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
64.95,50.26,1.3173,,"""",,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
80.85,52.94,1.3372,,"""",,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
89.55,54.82,1.3418,,"""",,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
93.5,,,LiC1.H:zO,...,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,peritectic,,,,,,,,,,
:1:0.5,,,LiC1,,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,point,,,,,,,,,,
95.15,55.83,1.3471,LiC1,,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
100.2,56.3,1.347,,"""",,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
120.2,56.9,1.344,,"""",,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
140.3,57.6,1.339,,"""",,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
155.6,58.3,1.338,,"""",,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
d~ =- density relative,to,water,at 4°C.,,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
Vapor,pressures,of,saturated solutions,,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
trc p/mmHg,trC p/mmHg,,trC p/mmHg,trc,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,p/mmHg,,,,,,,,,,
60.4514.9,85.15,46.0,99.9580.0,150.15,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,446.3,,,,,,,,,,
61.3515.9,90.10,51.2,109.75115.6,160.30,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,615.4,,,,,,,,,,
70.0026.6,91.00,53.5,119.85173.9,170.20,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,799.0,,,,,,,,,,
70.4526.2,95.25,62.2,130.20242.7,180.20,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,1035.8,,,,,,,,,,
80.1537.9,100.30,78.3,140.05334.4,,,SDS-47_filtered_table_008.csv,SDS-47_filtered,,,,,,,,,,,,
I,"t/""c",mass %,,SOlld phases,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
",I",,LICl,,,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
I,,,,,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
I,71.5,51.61,,,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
I,81.687.0,53.3754.46,,,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
,92.0,55.27,,,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
,94.6,55.84,,,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
,95.3,56.0t,,,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
,95.5,55.99,,,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
I,96.2,56.57a,,,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
I,97.1,56.60a,,,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
,98.2,57.55a,,,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
,101.8,56.40,,L1C1,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
I,107.6,56.52,,,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
,115.4,56.95,,,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
I,117.0,57.00,,"""""",,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
i,123.0,57.28,,,,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
I,130.5,57.58,,"""",,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
,140.5,57.90,,"""",,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
,14.3.6,57.98,,"""",,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
I,154.0,58.4b,,"""",,SDS-47_filtered_table_009.csv,SDS-47_filtered,phase,,,,,,,,,,,
3.0,1.1.0,0.228,LiCl·2H 2 O,,,SDS-47_filtered_table_010.csv,SDS-47_filtered,,,,,,,,,,,,
6.0,41.1,0.2287,"""",,,SDS-47_filtered_table_010.csv,SDS-47_filtered,,,,,,,,,,,,
8.5,42.7,0.2405,"""",,,SDS-47_filtered_table_010.csv,SDS-47_filtered,,,,,,,,,,,,
25.0,45.5,0.2619,LiCl·H 2 O,,,SDS-47_filtered_table_010.csv,SDS-47_filtered,,,,,,,,,,,,
· 39.018.8,,,,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
· 48.521.2,,,II,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
- 55.022.2,,,II,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
- 64.023.6,,,,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
- 65.023.8,,,,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
--68.024.2,,,II,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
·8/•.0 -78.5 LiCl'5H 20-73.025.927.225.2,Ice,~,LiCl·5H 20 II,,eut.ect.lc pOlnt.b,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-70.028.2,,,,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
- 67.029.5a,,,II,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
· 65.030.8a,,,II,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-67.229.3,LiCl·5H 20,,~ LiCl·3H 20,,perit.ebt.lc,SDS-47_filtered_table_011.csv,SDS-47_filtered,,point.,,,,,,,,,,
-67.529.2,LiCl·3H 20a,,,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-60.030.0,,,II,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-5 /•.530.6,,,II,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-51.030.8,,,II,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-1.9.531.4,,,,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-41.032.45,,,II,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-36.033.5,,,II,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-34.534.1,,,II,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-29.035.0,,,II,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-27.035.5,,,..,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-26.035.8,,,,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-25.536.15,,,..,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-20.037.3,,,..,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
- 19.038.0,LiCl·3H 20,,i LiCl·2U 20,,peritectIc,SDS-47_filtered_table_011.csv,SDS-47_filtered,,point,,,,,,,,,,
-25.237.3a,,LiCl·2H20,,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-15.038.3,,,..,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
-12.038.6,,,..,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
- 8.538.9,,,..,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
3.041.2,,,..,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
12.143.2,,,..,,,SDS-47_filtered_table_011.csv,SDS-47_filtered,,,,,,,,,,,,
,,,2,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
-60.4,28.?,..,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
-58.0,29.6,,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
-57.0,30.4,L1C1'5H 20,t-,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
-54.0,30.5,L1Cl·3H 20,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
-50,31.0,..,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
-48.0,30.8,..,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
-30,34.4,..,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
-31.0,33.4,,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
-19.?,36.4,..,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
-15.6,37.?,LiCl'3H 20,t-,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
o,38.8,LiC1·2H 20,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
o,38.9,..,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
4.8,40,..,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
VI..0,43,..,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
14.?,43.86,..,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
20.5,45.6,LiC1'2H~O,t-,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
25,45.65;1,LiC1·H 20,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
25.0,46.0,..,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
25.0,45.8,..,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
30.0,46.?,,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
30.0,46.1,..,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
70,51.?­,..,,,,SDS-47_filtered_table_012.csv,SDS-47_filtered,,,,,,,,,,,,
2.'1,1,lce,,,,SDS-47_filtered_table_013.csv,SDS-47_filtered,,,,,,,,,,,,
9.0,8,..,,,,SDS-47_filtered_table_013.csv,SDS-47_filtered,,,,,,,,,,,,
.23.0,11.0,,,..,,SDS-47_filtered_table_014.csv,SDS-47_filtered,,,,,,,,,,,,
36.0,)8.0,,,..,,SDS-47_filtered_table_014.csv,SDS-47_filtered,,,,,,,,,,,,
~O.O,?l.0,,,..,,SDS-47_filtered_table_014.csv,SDS-47_filtered,,,,,,,,,,,,
&2,~4.0,,,..,,SDS-47_filtered_table_014.csv,SDS-47_filtered,,,,,,,,,,,,
-66,24.4,lce,t-,LiC1· 5H 20,,SDS-47_filtered_table_014.csv,SDS-47_filtered,,,,,,,,,,,,
-63,26.4,L1Cl· 5H 20,,,,SDS-47_filtered_table_014.csv,SDS-47_filtered,,,,,,,,,,,,
-10.0,39.08,,"""",,"""",SDS-47_filtered_table_015.csv,SDS-47_filtered,,,,,,,,,,,,
0.0,40.2,,"""",,"""",SDS-47_filtered_table_015.csv,SDS-47_filtered,,,,,,,,,,,,
10.0,42.14,,"""",,"""",SDS-47_filtered_table_015.csv,SDS-47_filtered,,,,,,,,,,,,
15.0,43.77,,"""",,"""",SDS-47_filtered_table_015.csv,SDS-47_filtered,,,,,,,,,,,,
19.4,45.15,LiCl·2H 20,+ LiCl·H 20,,E,SDS-47_filtered_table_015.csv,SDS-47_filtered,,,,,,,,,,,,
20.0,45.2,LiC1·H 20,,,S.,SDS-47_filtered_table_015.csv,SDS-47_filtered,,,,,,,,,,,,
25.0,45.7,,"""",,"""",SDS-47_filtered_table_015.csv,SDS-47_filtered,,,,,,,,,,,,
30.0,46.24,,"""",,"""",SDS-47_filtered_table_015.csv,SDS-47_filtered,,,,,,,,,,,,
35.05,46.7,,"""",,"""",SDS-47_filtered_table_015.csv,SDS-47_filtered,,,,,,,,,,,,
40.0,47.14,,"""",,"""",SDS-47_filtered_table_015.csv,SDS-47_filtered,,,,,,,,,,,,
50.0,48.31,,"""",,"""",SDS-47_filtered_table_015.csv,SDS-47_filtered,,,,,,,,,,,,
60.0,49.76,,"""",,"""",SDS-47_filtered_table_015.csv,SDS-47_filtered,,,,,,,,,,,,
-64.5,31.2,LiCl·5H 20 +-,LiCl·3H 2 O,,peritectic,SDS-47_filtered_table_016.csv,SDS-47_filtered,,point,,,,,,,,,,
-18.0,38.5,LiCl·3H 20 +-,LiCl·2H 2 O,,peritectic,SDS-47_filtered_table_016.csv,SDS-47_filtered,,point,,,,,,,,,,
0.0,42.2,LiCl·2H 2 O,,,,SDS-47_filtered_table_016.csv,SDS-47_filtered,,,,,,,,,,,,
10.0,46.5,LiCl'2H 2 O,,,,SDS-47_filtered_table_016.csv,SDS-47_filtered,,,,,,,,,,,,
18.5,45.0,LiCl'2H 20 +-,LiCl·H 2 O,,peritectic,SDS-47_filtered_table_016.csv,SDS-47_filtered,,point,,,,,,,,,,
20.0,48.0,LiCl·H 2 O,,,,SDS-47_filtered_table_016.csv,SDS-47_filtered,,,,,,,,,,,,
25.0,48.5,LiCl·H 2 O,,,,SDS-47_filtered_table_016.csv,SDS-47_filtered,,,,,,,,,,,,
98.0,56.7,LiCl·H 2 O,+- LiCl,,peritectic,SDS-47_filtered_table_016.csv,SDS-47_filtered,,point,,,,,,,,,,
250,63.3,6.3,"""",a,,SDS-47_filtered_table_017.csv,SDS-47_filtered,,,,,,,,,,,,
300,66.3,]2.5,"""",a,,SDS-47_filtered_table_017.csv,SDS-47_filtered,,,,,,,,,,,,
350,70.3,24,"""",b,,SDS-47_filtered_table_017.csv,SDS-47_filtered,,,,,,,,,,,,
350,70.4,n.5,"""",a,,SDS-47_filtered_table_017.csv,SDS-47_filtered,,,,,,,,,,,,
400,75.3,34,"""",a,,SDS-47_filtered_table_017.csv,SDS-47_filtered,,,,,,,,,,,,
400,"""/6.0",34.~,"""",a,,SDS-47_filtered_table_017.csv,SDS-47_filtered,,,,,,,,,,,,
450,81.3,41.5,"""",a,,SDS-47_filtered_table_017.csv,SDS-47_filtered,,,,,,,,,,,,
450,81.5,42,"""",b,,SDS-47_filtered_table_017.csv,SDS-47_filtered,,,,,,,,,,,,
500,86.7,44,"""",a,,SDS-47_filtered_table_017.csv,SDS-47_filtered,,,,,,,,,,,,
556,93.5,33.5,"""",b,,SDS-47_filtered_table_017.csv,SDS-47_filtered,,,,,,,,,,,,
-0.0508,0.01408,3.608,0.060,lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-0.1050,0.02949,3.561,0.125,ice,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-0.2134,0.06058,3.523,0.256,lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-0.3138,0.08939,3.5l2,0.378,Lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-0.4302,0.12309,3.495,0.519,Lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-0.5847,0.167l6,3.498,0.704,Lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-0.7098,0.20258,3.504,0.85l,Lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-1.1071,0.31344,3.332,1.311,ice,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-1.4271,0.40120,3.557,1.672,lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-1.7394,0.48463,3.589,2.013,lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-2.3016,0.63129,3.646,2.606,lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
--3.4643,0.91969,3.767,3.752,lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-4.0100,1.04811,3.826,4.254,lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-5.0875,1.28896,3.947,5.181,lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-6.0055,1.48615,4.041,5.927,lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-9.0134,2.07077,4.353,8.070,lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-9.8933,2.22707,4.422,8.627,ice,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-11.8729,2.55732,4.643,9.781,lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-15.4496,3.10058,4.983,11.617,lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-18.7540,3.54711,5.287,13.071,Lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-20.9583,3.82164,5.484,13.942,lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
-21.5387,3.89463,5.530,14.174,lce,,SDS-47_filtered_table_018.csv,SDS-47_filtered,,,,,,,,,,,,
- 6.0655,,1.5,5.9786,ice,,SDS-47_filtered_table_019.csv,SDS-47_filtered,,,,,,,,,,,,
- 6.5450,,1.6,6.3519,,,SDS-47_filtered_table_019.csv,SDS-47_filtered,,,,,,,,,,,,
- 7.5752,,1.8,7.0896,II,,SDS-47_filtered_table_019.csv,SDS-47_filtered,,,,,,,,,,,,
- 8.5932,,2.0,7.8157,,,SDS-47_filtered_table_019.csv,SDS-47_filtered,,,,,,,,,,,,
-11.8020,,2.5,9.5825,II,,SDS-47_filtered_table_019.csv,SDS-47_filtered,,,,,,,,,,,,
-14.9302,,3.0,11.2827,II,,SDS-47_filtered_table_019.csv,SDS-47_filtered,,,,,,,,,,,,
-15.0,13.05,0.06,ice,,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-24.0,16.08,0.0753,,,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-27.0,17.01,0.0801,,,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-34.0,18.35,0.0872,,,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-38.0,19.36,0.0926,,,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-44.0,20.73,0.1,,,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-53.0,22.46,0.1096,,,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-62.0,23.35,0.1146,,,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-68.0,24.22,0.1196,,,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-70.0,25.18,0.1251,,,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-90.0,26.17,0.1309,icea,,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-91.0,26.34,0.1319,"""",,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-94.0,26.49,0.1328,"""",,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-99.0,26.64,0.1337,"""",,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-118.4,26.94,0.1355,"""",,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-123.6,27.2,0.137,"""",,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-125.4,27.36,0.138,"""",,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-126.0,27.61,0.1395,"""",,,SDS-47_filtered_table_020.csv,SDS-47_filtered,,,,,,,,,,,,
-2,-2.5,,5.165,25.825,"""",SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
o,0,,5.275,26.375,NaC1,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
o,0,,5.320,26.6,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
o,0,,5.199,25.995,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
o,0,,5.144,25.72,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
o,0,,5.232,26.16,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
1,1.25,35.2722,-,27.075,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
1,1.25,,5.269,26.345,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
1,1.25,,5.248,26.24,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
1,1.25,,5.265,26.325,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
1,1.25,,5.245,26.225,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
1,1.25,,5.307c,26.535,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
15,18.75,35.9619,-,26.45,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
15,18.75,,5.410,27.05,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
17,21.25,,5.319c,26.595,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
30,37.5,,5.390,26.95,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
30,37.5,,5.337,26.685,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
32,40,36.7521,-,26.875,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
40,50,,5.454,27.27,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
43,53.75,,5.461c,27.305,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
45,56.25,37.4098,-,27.225,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
50,62.5,,5.520,27.6,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
60,75,38.6,-,27.8499,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
80100,,39.6966,-,28.4163,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
84105,,,5.655,28.275,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
normal,b.p.,,5.305,26.525,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
"""",,,5.344,26.72,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
"""",,,5.040,25.2,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
"""",,,5.349,26.745,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
"""",,,5.329,26.645,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
"""",,,5.645c,28.225,,SDS-47_filtered_table_021.csv,SDS-47_filtered,,,,,,,,,,,,
-,15,0.3273,24.66,NaCl·2H 20,,SDS-47_filtered_table_022.csv,SDS-47_filtered,,,,,,,,,,,,
-,10,0.3349,25.09,"""",,SDS-47_filtered_table_022.csv,SDS-47_filtered,,,,,,,,,,,,
-,5,0.3422,25.49,"""",,SDS-47_filtered_table_022.csv,SDS-47_filtered,,,,,,,,,,,,
,o,0.3552,26.21,NaCl·2H 20 +,NaCl,SDS-47_filtered_table_022.csv,SDS-47_filtered,,,,,,,,,,,,
,5,0.3563,26.27,NaCl,,SDS-47_filtered_table_022.csv,SDS-47_filtered,,,,,,,,,,,,
,9,0.3574,26.33,,,SDS-47_filtered_table_022.csv,SDS-47_filtered,,,,,,,,,,,,
,14,0.3587,26.4,,,SDS-47_filtered_table_022.csv,SDS-47_filtered,,,,,,,,,,,,
,25,0.3613,26.54,,,SDS-47_filtered_table_022.csv,SDS-47_filtered,,,,,,,,,,,,
,40,0.3664,26.81,,,SDS-47_filtered_table_022.csv,SDS-47_filtered,,,,,,,,,,,,
,50,0.3698,27.0,,,SDS-47_filtered_table_022.csv,SDS-47_filtered,,,,,,,,,,,,
,60,0.3725,27.14,,,SDS-47_filtered_table_022.csv,SDS-47_filtered,,,,,,,,,,,,
